-100.031708381297	-96.6424963298157	-82.698294758672	-78.3050150650402	-75.9746069204764	-75.1113671007476	-73.6083637614246	-69.8498432092538
-98.2679358000195	-88.4594873943886	-80.6411859163766	-77.472050896544	-75.2257486371457	-74.413908055552	-72.6111242210261	-68.0627733775845
-98.7016878219087	-88.6216255141621	-76.9885002319947	-70.4606622138232	-67.2928121965757	-66.2774072445615	-64.0247182792868	-58.573863895549
-87.9946240374839	-78.1551858053359	-72.5044420268719	-68.4792025136378	-64.2108073392916	-62.5658662545928	-59.6192021868781	-55.2625614630435
-85.4497963546164	-79.6169030216338	-72.3637332341374	-67.3360468341432	-63.295942999842	-61.8899331248531	-59.2772945442051	-54.6289646865354
-84.2216219804964	-74.6774814230215	-69.4721972643477	-63.2061200787294	-59.6420685225418	-58.643372280357	-56.825424852795	-53.7484997317237
-79.0925105081055	-72.9006995475454	-67.3144456332471	-62.5016449865872	-60.2054387644975	-59.5396128792614	-58.267080988605	-56.1234201309793
-74.6006888523168	-69.067048786468	-65.7693946139267	-63.206064080264	-61.7043405596765	-61.2298995324248	-60.2726737338418	-58.3122511109566
-123.222634573052	-119.726503784021	-113.965204791675	-87.6232080752357	-66.8361191276826	-66.0105148316729	-64.947578980063	-63.5250411620469
-127.955223646247	-123.188574345678	-119.005183173439	-110.711336671101	-92.354003514453	-90.7664446732519	-89.302550753392	-86.1624861752591
-131.238468603402	-126.256693221992	-122.399842997062	-118.499626164746	-116.306882294773	-115.61944546987	-114.264145130745	-111.390486990511
-100.030895136149	-96.6473733791866	-81.9254981919051	-78.0655883149866	-75.7229760967642	-74.9209571485276	-73.4139349595362	-69.7225003118645
-98.2684705185889	-88.4651362446539	-80.5624598130985	-77.447944870398	-75.2343893776163	-74.4358960203503	-72.6687074180165	-68.445476628721
-98.701692792348	-88.6271480831455	-76.1301668215705	-69.5879928365718	-66.3978248178368	-65.4631600130627	-63.4035245075093	-58.4523636596632
-87.8648547004856	-77.1961255748839	-71.5073824978522	-67.7474816397994	-64.0518061373246	-62.5199665544474	-59.6180388918304	-55.2626693868387
-84.8683226602508	-79.4543153138532	-71.6260118741311	-66.7716446509647	-63.1498066267809	-61.7998869911441	-59.2243339025529	-54.6244399897995
-84.1631856498329	-73.9787189080961	-68.9427620535493	-63.1955601224989	-59.6484491146341	-58.6462139977989	-56.8261393839557	-53.7446698501257
-78.5852938864081	-72.6421481056444	-67.3543099377091	-62.5099928743009	-60.2071271744724	-59.5417133733421	-58.2674471874628	-56.1241423116399
-74.7756351438879	-69.0980101635764	-65.7751365362023	-63.2066468245818	-61.7038762537443	-61.2309804476111	-60.2724995591305	-58.3083284047137
-123.306693847533	-119.872485840047	-114.485458844133	-86.525839024813	-66.8360920469532	-66.0105305885866	-64.9475871338218	-63.525096838071
-128.302494991745	-123.60544995499	-119.510479670578	-111.781315155164	-91.2944659316422	-89.6720010745661	-88.2040460778443	-85.0634018352746
-131.609034698258	-127.19204865462	-123.454172686594	-119.589861087693	-117.401645663089	-116.715187601324	-115.360297828892	-112.48834859801
-100.030483519286	-96.6538755239917	-81.2024526998672	-77.6033031516537	-75.3669659839767	-74.6415473113424	-73.1128036755008	-69.4753776572814
-98.2723705642371	-88.4741973266501	-80.4195940684809	-77.3809238845543	-75.2139837057269	-74.4301611036813	-72.6963685966727	-68.7685706315817
-98.7017140693905	-88.6341185293765	-75.1459263410356	-68.6285947388545	-65.3724831920644	-64.4815792585636	-62.5421910484639	-58.0492392836307
-87.5169301582569	-76.1201114097647	-70.3995017738335	-66.8557158452874	-63.7017573432528	-62.3646001400622	-59.6026408403522	-55.2597308192141
-84.0705541179555	-79.2196843982425	-70.7683473108225	-65.9943174026424	-62.8101211207523	-61.5662690892826	-59.0392389924374	-54.6180051666442
-84.0493247972148	-73.1661277369133	-68.2293790882954	-63.0899402504908	-59.6432537884195	-58.6426101271457	-56.8228440715663	-53.7509460978849
-77.9491886109873	-72.1822944720963	-67.2957850398281	-62.5121369489063	-60.2085909397228	-59.5403417060371	-58.2684141509417	-56.1298235653882
-74.7253224875221	-69.1059600026098	-65.7754327226458	-63.2068210020499	-61.7041175184604	-61.2303009564962	-60.2732692806807	-58.3090498193892
